handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,customTextField1,customTextCharLimit1,customTextMandatory1
,Product,Precision Brow Pencil Waterproof,A waterproof eyebrow pencil with a fine tip that mimics natural hair strokes. The long-lasting formula fills in sparse areas with precision creating fuller more defined brows that stay put all day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_81.png?v=1758500780,Makeup,,,12.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Satin Matte Lip Crayon,A creamy lip crayon that delivers rich color with a satin-matte finish. The twist-up design makes application easy while the hydrating formula keeps lips soft and comfortable all day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_78.png?v=1758500781,Makeup,,,10.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Velvet Matte Cream Lip Stain,A lightweight cream lip stain that dries to a velvety matte finish. The long-wearing formula delivers intense color that stays vibrant for hours without drying out your lips.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_75.png?v=1758500782,Makeup,,,11.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,24HR Cream Color Eyeshadow,A long-wearing cream eyeshadow that delivers vibrant color for up to 24 hours. The smooth creaseless formula glides on effortlessly and can be used as a base or worn alone for a bold eye look.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_71.png?v=1758500783,Makeup,,,9.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Sunkissed Bronzer Powder,A matte bronzer that adds natural warmth and dimension to your complexion. The finely milled formula blends seamlessly for a sun-kissed glow that looks fresh and believable.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_54.png?v=1758500784,Makeup,,,10.00,,TRUE,PERCENT,0,infinite,0.12,,,,,,
,Product,Rose Glow Blush Powder,A soft rosy blush that delivers a natural healthy flush. The buildable powder formula blends effortlessly to add color and dimension to your cheeks with a subtle radiant finish.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_52.png?v=1758500785,Makeup,,,9.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Glow & Illuminate Highlighter,A shimmering highlighter that catches the light for an ethereal glow. The silky powder formula melts into skin delivering a luminous radiant finish that enhances your natural features.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_46.png?v=1758500786,Makeup,,,11.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Blurring Primer Pore Minimizing,A silky primer that instantly blurs the look of pores and fine lines. This lightweight formula creates a smooth even canvas for flawless makeup application while controlling shine throughout the day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_45.png?v=1758500788,Makeup,,,14.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Hydrating Primer with Hyaluronic Acid,A moisture-boosting primer infused with hyaluronic acid that plumps and hydrates skin. This weightless formula creates a dewy base while extending makeup wear and keeping skin feeling fresh all day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_43.png?v=1758500789,Makeup,,,15.00,,TRUE,PERCENT,0,infinite,0.12,,,,,,
,Product,Lash Sensational Sky High Waterproof Mascara,A waterproof mascara that delivers limitless length and volumized lashes. The Flex Tower brush bends to reach every lash from root to tip creating a full fanned-out look that resists smudging and flaking.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_37.png?v=1758500790,Makeup,,,13.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Superstay Matte Ink Liquid Lipstick,A long-lasting liquid lipstick that delivers bold matte color for up to 16 hours. The lightweight formula glides on smoothly and sets to a transfer-proof finish that stays vibrant without drying out your lips.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_35.png?v=1758500791,Makeup,,,12.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Fit Me Fresh Tint with SPF 50,A lightweight tinted moisturizer with SPF 50 that evens skin tone while protecting from harmful UV rays. This breathable formula delivers a natural fresh finish with sheer coverage that lasts all day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_29.png?v=1758500792,Makeup,,,13.00,,TRUE,PERCENT,0,infinite,0.15,,,,,,
,Product,Fit Me Matte + Poreless Foundation,A mattifying foundation that blurs pores and controls shine for up to 12 hours. The lightweight oil-free formula delivers natural-looking coverage without clogging pores leaving skin with a smooth flawless finish.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_25.png?v=1758500793,Makeup,,,10.00,,TRUE,PERCENT,0,infinite,0.2,,,,,,
,Product,Instant Age Rewind Eraser Multi-Use Concealer,A cult-favorite concealer with a micro-corrector applicator that instantly erases dark circles and imperfections. The creamy formula blends effortlessly and provides brightening coverage that lasts all day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_24.png?v=1758500795,Makeup,,,11.00,,TRUE,PERCENT,0,infinite,0.08,,,,,,
,Product,Great Lash Washable Mascara,The iconic mascara that defines and conditions lashes with buildable volume. The lash-doubling formula and precise brush coat every lash evenly for a clean natural look that's easy to remove.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_23.png?v=1758500796,Makeup,,,8.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Lifter Gloss Hydrating Lip Gloss with Hyaluronic Acid,A hydrating lip gloss infused with hyaluronic acid that visibly plumps and smooths lips. The non-sticky formula delivers a glossy shine and a hint of color while keeping lips nourished and comfortable.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_22.png?v=1758500797,Makeup,,,10.00,,TRUE,PERCENT,0,infinite,0.08,,,,,,
,Product,Color Sensational Shaping Lip Liner,A creamy lip liner that defines and shapes lips with precision. The smooth formula glides on easily and prevents feathering while delivering rich color that complements any lipstick shade.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_21.png?v=1758500798,Makeup,,,8.00,,TRUE,PERCENT,0,inline,0.05,,,,,,
,Product,Expert Wear Eyeshadow Palette,A versatile eyeshadow palette with richly pigmented shades in complementary finishes. The silky formula blends seamlessly and stays vibrant for hours allowing you to create endless eye looks.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_16.png?v=1758500799,Makeup,,,12.00,,TRUE,PERCENT,0,infinite,0.15,,,,,,
,Product,Facestudio Master Chrome Metallic Highlighter,A high-impact metallic highlighter that delivers an intense reflective shine. The smooth powder formula melts into skin for a molten metallic glow that catches the light from every angle.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_15.png?v=1758500800,Makeup,,,11.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Master Contour V-Shape Duo Stick,A dual-ended contour stick with creamy highlight and contour shades. This easy-to-use stick blends seamlessly to sculpt and define facial features for a perfectly chiseled look.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_14.png?v=1758500801,Makeup,,,12.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Tattoo Studio Sharpenable Gel Pencil Eyeliner,A long-lasting gel pencil eyeliner that delivers intense color and precision. The creamy formula glides on smoothly and sets to a waterproof finish that won't smudge budge or fade for up to 36 hours.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_13.png?v=1758500802,Makeup,,,10.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Brow Ultra Slim Defining Eyebrow Pencil,An ultra-fine eyebrow pencil that creates precise hair-like strokes. The creamy formula fills in sparse areas with natural-looking definition while the spoolie brush blends color seamlessly.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_12.png?v=1758500803,Makeup,,,10.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Total Temptation Waterproof Mascara,A waterproof mascara infused with coconut extract that delivers soft full lashes. The comb-through brush separates and coats every lash with rich color for a dramatic yet natural-looking effect.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_11.png?v=1758500805,Makeup,,,12.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Dream Urban Cover Flawless Coverage Foundation,A full-coverage foundation that evens skin tone and conceals imperfections with a natural matte finish. The lightweight breathable formula provides up to 12-hour wear without caking or settling into fine lines.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_9.png?v=1758500806,Makeup,,,14.00,,TRUE,PERCENT,0,infinite,0.2,,,,,,
,Product,Master Prime Blur + Smooth Primer,A lightweight blurring primer that smooths skin texture and minimizes the appearance of pores. This silky formula creates a perfect canvas for makeup while keeping your look fresh and flawless all day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_8.png?v=1758500807,Makeup,,,13.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Cheek Heat Sheer Gel-Cream Blush,A buildable gel-cream blush that delivers a natural flushed glow. The lightweight oil-free formula melts into skin for a seamless dewy finish that looks like you're glowing from within.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_5.png?v=1758500808,Makeup,,,12.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,City Bronzer + Contour Powder,A versatile bronzer and contour powder that adds warmth and definition to your complexion. The blendable matte formula creates a natural sun-kissed glow or sculpted look that lasts all day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_4.png?v=1758500809,Makeup,,,11.00,,TRUE,PERCENT,0,infinite,0.12,,,,,,
